,,
,,
Latitude,Longitude,thickness (m)
72.2734507,-158.4888478,3.513
72.2734202,-158.4889228,3.652
72.2733897,-158.4889979,3.793
72.2733592,-158.4890731,4.012
72.2733286,-158.4891484,4.352
72.2732980,-158.4892238,4.760
72.2732675,-158.4892993,5.135
72.2732370,-158.4893750,5.391
72.2732065,-158.4894509,5.454
72.2731761,-158.4895269,5.300
72.2731457,-158.4896030,5.010
72.2731153,-158.4896792,4.737
72.2730849,-158.4897555,4.576
72.2730545,-158.4898319,4.499
72.2730241,-158.4899082,4.430
72.2729938,-158.4899845,4.357
72.2729634,-158.4900608,4.322
72.2729330,-158.4901370,4.357
72.2729026,-158.4902131,4.456
72.2728722,-158.4902892,4.576
72.2728418,-158.4903653,4.652
72.2728114,-158.4904416,4.661
72.2727810,-158.4905180,4.628
72.2727507,-158.4905946,4.584
72.2727204,-158.4906716,4.530
72.2726902,-158.4907489,4.447
72.2726601,-158.4908267,4.329
72.2726300,-158.4909050,4.208
72.2726000,-158.4909838,4.109
72.2725701,-158.4910632,4.015
72.2725403,-158.4911430,3.896
72.2725105,-158.4912232,3.762
72.2724807,-158.4913036,3.646
72.2724510,-158.4913843,3.578
72.2724213,-158.4914652,3.581
72.2723915,-158.4915461,3.634
72.2723618,-158.4916271,3.673
72.2723320,-158.4917080,3.638
72.2723022,-158.4917888,3.531
72.2722723,-158.4918695,3.398
72.2722424,-158.4919501,3.285
72.2722124,-158.4920305,3.201
72.2721824,-158.4921108,3.141
72.2721524,-158.4921909,3.089
72.2721223,-158.4922709,3.024
72.2720922,-158.4923508,2.946
72.2720621,-158.4924305,2.885
72.2720320,-158.4925100,2.882
72.2720018,-158.4925894,2.962
72.2719717,-158.4926686,3.113
72.2719415,-158.4927478,3.292
72.2719113,-158.4928269,3.464
72.2718811,-158.4929060,3.631
72.2718509,-158.4929851,3.810
72.2718206,-158.4930644,3.997
72.2717904,-158.4931437,4.172
72.2717602,-158.4932233,4.327
72.2717300,-158.4933030,4.479
72.2716998,-158.4933830,4.633
72.2716696,-158.4934631,4.765
72.2716394,-158.4935434,4.872
72.2716091,-158.4936237,4.991
72.2715789,-158.4937040,5.094
72.2715486,-158.4937843,5.060
72.2715183,-158.4938643,4.840
72.2714879,-158.4939442,4.550
72.2714575,-158.4940238,4.322
72.2714270,-158.4941030,4.167
72.2713964,-158.4941818,4.046
72.2713658,-158.4942603,3.951
72.2713352,-158.4943384,3.892
72.2713045,-158.4944162,3.868
72.2712738,-158.4944936,3.875
72.2712430,-158.4945709,3.899
72.2712122,-158.4946479,3.911
72.2711815,-158.4947247,3.887
72.2711507,-158.4948014,3.835
72.2711200,-158.4948780,3.795
72.2710893,-158.4949545,3.800
72.2710586,-158.4950309,3.844
72.2710279,-158.4951071,3.896
72.2709973,-158.4951833,3.920
72.2709666,-158.4952594,3.905
72.2709359,-158.4953354,3.874
72.2709052,-158.4954112,3.865
72.2708745,-158.4954869,3.879
72.2708438,-158.4955625,3.872
72.2708130,-158.4956380,3.819
72.2707822,-158.4957133,3.746
72.2707513,-158.4957886,3.698
72.2707204,-158.4958637,3.677
72.2706896,-158.4959387,3.662
72.2706587,-158.4960137,3.638
72.2706278,-158.4960886,3.602
72.2705970,-158.4961635,3.564
72.2705663,-158.4962383,3.539
72.2705356,-158.4963131,3.534
72.2705050,-158.4963880,3.538
72.2704745,-158.4964629,3.547
72.2704441,-158.4965378,3.580
72.2704137,-158.4966127,3.646
72.2703835,-158.4966877,3.731
72.2703533,-158.4967627,3.833
72.2703231,-158.4968377,3.969
72.2702930,-158.4969127,4.142
72.2702630,-158.4969878,4.335
72.2702330,-158.4970629,4.518
72.2702030,-158.4971380,4.651
72.2701730,-158.4972131,4.718
72.2701431,-158.4972883,4.706
72.2701132,-158.4973636,4.601
72.2700833,-158.4974389,4.433
72.2700535,-158.4975143,4.268
72.2700237,-158.4975898,4.126
72.2699939,-158.4976654,3.985
72.2699642,-158.4977411,3.847
72.2699346,-158.4978170,3.735
72.2699050,-158.4978930,3.673
72.2698755,-158.4979692,3.659
72.2698460,-158.4980456,3.660
72.2698166,-158.4981221,3.636
72.2697872,-158.4981988,3.584
72.2697579,-158.4982756,3.527
72.2697287,-158.4983526,3.486
72.2696994,-158.4984298,3.457
72.2696703,-158.4985071,3.432
72.2696411,-158.4985845,3.409
72.2696120,-158.4986620,3.386
72.2695829,-158.4987397,3.370
72.2695539,-158.4988174,3.377
72.2695248,-158.4988953,3.405
72.2694958,-158.4989733,3.420
72.2694668,-158.4990514,3.395
72.2694378,-158.4991296,3.357
72.2694089,-158.4992078,3.358
72.2693799,-158.4992862,3.402
72.2693509,-158.4993645,3.433
72.2693220,-158.4994430,3.399
72.2692931,-158.4995215,3.307
72.2692641,-158.4996001,3.212
72.2692351,-158.4996787,3.145
72.2692062,-158.4997573,3.104
72.2691772,-158.4998360,3.075
72.2691482,-158.4999147,3.062
72.2691192,-158.4999935,3.086
72.2690902,-158.5000723,3.164
72.2690611,-158.5001511,3.272
72.2690320,-158.5002300,3.354
72.2690029,-158.5003089,3.359
72.2689737,-158.5003878,3.304
72.2689446,-158.5004667,3.268
72.2689154,-158.5005456,3.305
72.2688861,-158.5006245,3.417
72.2688569,-158.5007033,3.611
72.2688277,-158.5007821,3.906
72.2687985,-158.5008608,4.218
72.2687692,-158.5009395,4.391
72.2687400,-158.5010180,4.393
72.2687108,-158.5010964,4.322
72.2686816,-158.5011747,4.228
72.2686523,-158.5012529,4.082
72.2686231,-158.5013310,3.894
72.2685938,-158.5014090,3.717
72.2685645,-158.5014868,3.574
72.2685352,-158.5015646,3.463
72.2685059,-158.5016422,3.409
72.2684765,-158.5017196,3.457
72.2684470,-158.5017970,3.602
72.2684175,-158.5018742,3.797
72.2683879,-158.5019513,4.014
72.2683583,-158.5020283,4.255
72.2683286,-158.5021051,4.531
72.2682989,-158.5021818,4.849
72.2682692,-158.5022583,5.168
72.2682394,-158.5023347,5.340
72.2682096,-158.5024110,5.254
72.2681798,-158.5024871,5.031
72.2681500,-158.5025630,4.892
72.2681202,-158.5026388,4.919
72.2680904,-158.5027144,5.012
72.2680606,-158.5027899,5.028
72.2680308,-158.5028653,4.946
72.2680010,-158.5029405,4.867
72.2679712,-158.5030156,4.865
72.2679414,-158.5030906,4.895
72.2679116,-158.5031655,4.881
72.2678818,-158.5032403,4.824
72.2678520,-158.5033150,4.804
72.2678222,-158.5033896,4.869
72.2677924,-158.5034641,4.977
72.2677627,-158.5035386,5.055
72.2677329,-158.5036131,5.075
72.2677032,-158.5036875,5.045
72.2676735,-158.5037619,4.980
72.2676438,-158.5038364,4.915
72.2676142,-158.5039109,4.886
72.2675846,-158.5039854,4.877
72.2675550,-158.5040600,4.835
72.2675255,-158.5041347,4.739
72.2674960,-158.5042095,4.643
72.2674665,-158.5042843,4.621
72.2674370,-158.5043593,4.663
72.2674076,-158.5044344,4.694
72.2673781,-158.5045097,4.674
72.2673486,-158.5045850,4.627
72.2673191,-158.5046605,4.579
72.2672896,-158.5047362,4.529
72.2672600,-158.5048120,4.459
72.2672304,-158.5048880,4.374
72.2672007,-158.5049641,4.294
72.2671710,-158.5050404,4.232
72.2671412,-158.5051169,4.171
72.2671114,-158.5051936,4.099
72.2670816,-158.5052705,4.038
72.2670517,-158.5053475,4.013
72.2670218,-158.5054248,4.002
72.2669919,-158.5055023,3.983
72.2669620,-158.5055800,3.961
72.2669320,-158.5056579,3.954
72.2669021,-158.5057360,3.980
72.2668721,-158.5058144,4.051
72.2668421,-158.5058929,4.151
72.2668121,-158.5059716,4.242
72.2667821,-158.5060506,4.302
72.2667521,-158.5061297,4.325
72.2667220,-158.5062089,4.310
72.2666920,-158.5062884,4.262
72.2666620,-158.5063680,4.207
72.2666320,-158.5064478,4.169
72.2666020,-158.5065277,4.159
72.2665720,-158.5066077,4.191
72.2665419,-158.5066879,4.271
72.2665119,-158.5067681,4.401
72.2664819,-158.5068484,4.591
72.2664519,-158.5069288,4.830
72.2664220,-158.5070092,5.060
72.2663920,-158.5070896,5.234
72.2663620,-158.5071700,5.371
72.2663320,-158.5072504,5.527
72.2663021,-158.5073308,5.714
72.2662721,-158.5074112,5.889
72.2662421,-158.5074915,6.012
72.2662122,-158.5075718,6.092
72.2661822,-158.5076520,6.160
72.2661522,-158.5077321,6.232
72.2661221,-158.5078122,6.303
72.2660921,-158.5078921,6.362
72.2660620,-158.5079720,6.406
72.2660319,-158.5080518,6.436
72.2660017,-158.5081314,6.436
72.2659716,-158.5082109,6.369
72.2659414,-158.5082903,6.209
72.2659112,-158.5083695,5.962
72.2658810,-158.5084486,5.675
72.2658507,-158.5085275,5.402
72.2658205,-158.5086062,5.174
72.2657902,-158.5086847,5.001
72.2657600,-158.5087630,4.871
72.2657298,-158.5088411,4.763
72.2656995,-158.5089190,4.671
72.2656693,-158.5089967,4.609
72.2656391,-158.5090741,4.585
72.2656089,-158.5091514,4.598
72.2655787,-158.5092285,4.657
72.2655485,-158.5093054,4.787
72.2655183,-158.5093821,5.006
72.2654881,-158.5094586,5.314
72.2654580,-158.5095350,5.700
72.2654279,-158.5096112,6.151
72.2653978,-158.5096872,6.628
72.2653677,-158.5097630,7.072
72.2653376,-158.5098387,7.462
72.2653075,-158.5099143,7.811
72.2652774,-158.5099897,8.067
72.2652473,-158.5100649,8.104
72.2652172,-158.5101401,7.885
72.2651871,-158.5102151,7.560
72.2651570,-158.5102900,7.317
72.2651269,-158.5103648,7.209
72.2650967,-158.5104395,7.169
72.2650665,-158.5105141,7.110
72.2650363,-158.5105886,6.977
72.2650061,-158.5106631,6.770
72.2649759,-158.5107375,6.529
72.2649457,-158.5108119,6.305
72.2649155,-158.5108863,6.140
72.2648852,-158.5109606,6.060
72.2648550,-158.5110350,6.068
72.2648248,-158.5111094,6.150
72.2647945,-158.5111838,6.270
72.2647643,-158.5112582,6.378
72.2647341,-158.5113328,6.461
72.2647039,-158.5114074,6.532
72.2646737,-158.5114820,6.600
72.2646435,-158.5115568,6.639
72.2646133,-158.5116318,6.592
72.2645832,-158.5117068,6.429
72.2645530,-158.5117820,6.184
72.2645229,-158.5118574,5.897
72.2644927,-158.5119329,5.558
72.2644626,-158.5120086,5.157
72.2644325,-158.5120844,4.737
72.2644024,-158.5121605,4.376
72.2643723,-158.5122366,4.132
72.2643422,-158.5123130,4.018
72.2643121,-158.5123895,3.971
72.2642821,-158.5124662,3.884
72.2642520,-158.5125430,3.728
72.2642219,-158.5126200,3.599
72.2641919,-158.5126971,3.560
72.2641618,-158.5127744,3.556
72.2641318,-158.5128519,3.537
72.2641018,-158.5129295,3.560
72.2640718,-158.5130073,3.707
72.2640418,-158.5130853,3.973
72.2640119,-158.5131634,4.263
72.2639819,-158.5132416,4.492
72.2639520,-158.5133200,4.649
72.2639221,-158.5133986,4.754
72.2638923,-158.5134772,4.824
72.2638624,-158.5135561,4.879
72.2638327,-158.5136350,4.927
72.2638029,-158.5137140,4.973
72.2637732,-158.5137931,5.046
72.2637436,-158.5138723,5.179
72.2637140,-158.5139515,5.349
72.2636845,-158.5140307,5.461
72.2636550,-158.5141100,5.427
72.2636256,-158.5141893,5.265
72.2635963,-158.5142686,5.076
72.2635669,-158.5143478,4.916
72.2635377,-158.5144271,4.754
72.2635084,-158.5145063,4.546
72.2634792,-158.5145856,4.297
72.2634499,-158.5146647,4.048
72.2634206,-158.5147439,3.827
72.2633913,-158.5148230,3.644
72.2633620,-158.5149020,3.495
72.2633326,-158.5149810,3.369
72.2633032,-158.5150599,3.255
72.2632737,-158.5151387,3.172
72.2632442,-158.5152174,3.168
72.2632146,-158.5152960,3.268
72.2631851,-158.5153745,3.426
72.2631556,-158.5154528,3.571
72.2631260,-158.5155310,3.699
72.2630965,-158.5156091,3.855
72.2630670,-158.5156870,4.046
72.2630375,-158.5157647,4.226
72.2630081,-158.5158423,4.386
72.2629786,-158.5159196,4.584
72.2629492,-158.5159969,4.883
72.2629197,-158.5160739,5.299
72.2628903,-158.5161508,5.779
72.2628608,-158.5162276,6.193
72.2628312,-158.5163042,6.436
72.2628016,-158.5163807,6.534
72.2627720,-158.5164570,6.586
72.2627423,-158.5165332,6.642
72.2627125,-158.5166093,6.703
72.2626827,-158.5166852,6.779
72.2626528,-158.5167610,6.907
72.2626229,-158.5168366,7.118
72.2625930,-158.5169120,7.411
72.2625630,-158.5169873,7.736
72.2625330,-158.5170624,8.025
72.2625030,-158.5171373,8.262
72.2624730,-158.5172120,8.495
72.2624430,-158.5172865,8.743
72.2624130,-158.5173609,8.951
72.2623830,-158.5174351,9.056
72.2623529,-158.5175092,9.030
72.2623229,-158.5175832,8.904
72.2622928,-158.5176572,8.772
72.2622627,-158.5177311,8.711
72.2622325,-158.5178050,8.646
72.2622023,-158.5178790,8.378
72.2621720,-158.5179530,7.804
72.2621417,-158.5180271,7.065
72.2621113,-158.5181013,6.396
72.2620808,-158.5181755,5.934
72.2620504,-158.5182499,5.670
72.2620198,-158.5183243,5.510
72.2619893,-158.5183987,5.363
72.2619587,-158.5184732,5.225
72.2619282,-158.5185478,5.166
72.2618976,-158.5186224,5.258
72.2618670,-158.5186970,5.506
72.2618364,-158.5187717,5.779
72.2618059,-158.5188464,5.857
72.2617753,-158.5189211,5.684
72.2617448,-158.5189960,5.437
72.2617143,-158.5190710,5.288
72.2616838,-158.5191461,5.252
72.2616533,-158.5192213,5.293
72.2616228,-158.5192967,5.416
72.2615924,-158.5193722,5.633
72.2615620,-158.5194480,5.893
72.2615316,-158.5195240,6.074
72.2615013,-158.5196002,6.103
72.2614710,-158.5196765,6.035
72.2614407,-158.5197530,5.952
72.2614105,-158.5198297,5.849
72.2613803,-158.5199066,5.685
72.2613502,-158.5199835,5.473
72.2613201,-158.5200606,5.285
72.2612900,-158.5201378,5.148
72.2612600,-158.5202150,4.987
72.2612300,-158.5202923,4.741
72.2612001,-158.5203697,4.497
72.2611702,-158.5204472,4.386
72.2611404,-158.5205248,4.445
72.2611107,-158.5206025,4.618
72.2610810,-158.5206803,4.825
72.2610514,-158.5207582,4.985
72.2610218,-158.5208363,5.070
72.2609924,-158.5209146,5.131
72.2609630,-158.5209930,5.205
72.2609337,-158.5210716,5.222
72.2609045,-158.5211504,5.083
72.2608754,-158.5212293,4.791
72.2608463,-158.5213083,4.434
72.2608172,-158.5213875,4.102
72.2607882,-158.5214669,3.835
72.2607591,-158.5215463,3.623
72.2607301,-158.5216258,3.454
72.2607011,-158.5217054,3.296
72.2606720,-158.5217850,3.093
72.2606429,-158.5218647,2.823
72.2606138,-158.5219444,2.541
72.2605846,-158.5220242,2.315
72.2605554,-158.5221040,2.165
72.2605262,-158.5221839,2.079
72.2604969,-158.5222637,2.030
72.2604677,-158.5223435,1.992
72.2604385,-158.5224234,1.955
72.2604092,-158.5225032,1.920
72.2603800,-158.5225830,1.895
72.2603508,-158.5226628,1.883
72.2603216,-158.5227425,1.882
72.2602923,-158.5228221,1.888
72.2602631,-158.5229017,1.890
72.2602338,-158.5229812,1.884
72.2602046,-158.5230606,1.881
72.2601752,-158.5231399,1.889
72.2601459,-158.5232191,1.900
72.2601165,-158.5232981,1.897
72.2600870,-158.5233770,1.882
72.2600575,-158.5234557,1.876
72.2600279,-158.5235343,1.883
72.2599982,-158.5236127,1.890
72.2599685,-158.5236909,1.887
72.2599388,-158.5237690,1.877
72.2599091,-158.5238469,1.874
72.2598793,-158.5239246,1.887
72.2598495,-158.5240022,1.924
72.2598198,-158.5240797,2.000
72.2597900,-158.5241570,2.153
72.2597603,-158.5242342,2.417
72.2597305,-158.5243112,2.808
72.2597008,-158.5243880,3.308
72.2596710,-158.5244647,3.850
72.2596413,-158.5245413,4.335
72.2596115,-158.5246177,4.714
72.2595817,-158.5246940,5.015
72.2595519,-158.5247702,5.267
72.2595220,-158.5248462,5.461
72.2594920,-158.5249220,5.597
72.2594620,-158.5249977,5.703
72.2594319,-158.5250733,5.816
72.2594018,-158.5251488,5.946
72.2593716,-158.5252241,6.095
72.2593414,-158.5252994,6.285
72.2593111,-158.5253746,6.527
72.2592809,-158.5254498,6.787
72.2592506,-158.5255249,7.044
72.2592203,-158.5255999,7.342
72.2591900,-158.5256750,7.730
72.2591597,-158.5257501,8.171
72.2591294,-158.5258251,8.600
72.2590991,-158.5259002,9.016
72.2590689,-158.5259753,9.457
72.2590386,-158.5260505,9.895
72.2590084,-158.5261256,10.272
72.2589783,-158.5262009,10.603
72.2589481,-158.5262762,10.937
72.2589180,-158.5263515,11.247
72.2588880,-158.5264270,11.443
72.2588580,-158.5265025,11.510
72.2588281,-158.5265782,11.551
72.2587982,-158.5266539,11.656
72.2587683,-158.5267298,11.841
72.2587385,-158.5268058,12.134
72.2587088,-158.5268819,12.490
72.2586790,-158.5269582,12.564
72.2586493,-158.5270346,11.982
72.2586196,-158.5271112,10.898
72.2585900,-158.5271880,9.843
72.2585604,-158.5272650,9.085
72.2585308,-158.5273421,8.512
72.2585012,-158.5274194,8.042
72.2584716,-158.5274969,7.715
72.2584421,-158.5275745,7.472
72.2584126,-158.5276523,7.111
72.2583832,-158.5277303,6.525
72.2583537,-158.5278084,5.830
72.2583244,-158.5278866,5.208
72.2582950,-158.5279650,4.726
72.2582657,-158.5280435,4.336
72.2582364,-158.5281221,3.980
72.2582071,-158.5282009,3.655
72.2581779,-158.5282799,3.403
72.2581487,-158.5283590,3.241
72.2581195,-158.5284382,3.149
72.2580904,-158.5285176,3.091
72.2580612,-158.5285972,3.023
72.2580321,-158.5286770,2.923
72.2580030,-158.5287570,2.814
72.2579739,-158.5288372,2.733
72.2579448,-158.5289175,2.681
72.2579157,-158.5289980,2.623
72.2578867,-158.5290787,2.542
72.2578576,-158.5291595,2.463
72.2578286,-158.5292404,2.419
72.2577997,-158.5293215,2.418
72.2577707,-158.5294026,2.429
72.2577418,-158.5294838,2.409
72.2577130,-158.5295650,2.353
72.2576842,-158.5296463,2.286
72.2576555,-158.5297276,2.228
72.2576267,-158.5298089,2.191
72.2575980,-158.5298902,2.172
72.2575693,-158.5299716,2.139
72.2575405,-158.5300529,2.079
72.2575117,-158.5301342,2.013
72.2574829,-158.5302155,1.967
72.2574540,-158.5302968,1.939
72.2574250,-158.5303780,1.926
72.2573959,-158.5304592,1.931
72.2573668,-158.5305403,1.946
72.2573375,-158.5306213,1.965
72.2573083,-158.5307022,1.981
72.2572789,-158.5307831,1.987
72.2572496,-158.5308638,1.984
72.2572202,-158.5309443,1.995
72.2571908,-158.5310247,2.032
72.2571614,-158.5311049,2.079
72.2571320,-158.5311850,2.120
72.2571026,-158.5312649,2.154
72.2570733,-158.5313445,2.185
72.2570440,-158.5314240,2.220
72.2570146,-158.5315033,2.272
72.2569853,-158.5315823,2.349
72.2569559,-158.5316612,2.453
72.2569265,-158.5317399,2.584
72.2568971,-158.5318185,2.737
72.2568676,-158.5318968,2.893
72.2568380,-158.5319750,3.034
72.2568084,-158.5320530,3.147
72.2567787,-158.5321308,3.212
72.2567490,-158.5322085,3.223
72.2567192,-158.5322860,3.197
72.2566894,-158.5323634,3.156
72.2566595,-158.5324406,3.095
72.2566296,-158.5325176,2.989
72.2565998,-158.5325945,2.844
72.2565699,-158.5326713,2.726
72.2565400,-158.5327480,2.733
72.2565101,-158.5328245,2.916
72.2564803,-158.5329010,3.235
72.2564504,-158.5329773,3.594
72.2564206,-158.5330536,3.917
72.2563908,-158.5331297,4.183
72.2563610,-158.5332059,4.399
72.2563312,-158.5332819,4.579
72.2563015,-158.5333580,4.717
72.2562717,-158.5334340,4.782
72.2562420,-158.5335100,4.742
72.2562123,-158.5335860,4.604
72.2561826,-158.5336620,4.410
72.2561529,-158.5337381,4.200
72.2561232,-158.5338142,4.007
72.2560935,-158.5338904,3.863
72.2560638,-158.5339667,3.794
72.2560341,-158.5340431,3.793
72.2560044,-158.5341196,3.840
72.2559747,-158.5341962,3.933
72.2559450,-158.5342730,4.097
72.2559153,-158.5343500,4.356
72.2558855,-158.5344271,4.714
72.2558558,-158.5345043,5.152
72.2558260,-158.5345817,5.618
72.2557963,-158.5346592,6.034
72.2557665,-158.5347368,6.336
72.2557368,-158.5348145,6.524
72.2557072,-158.5348923,6.651
72.2556776,-158.5349701,6.745
72.2556480,-158.5350480,6.774
72.2556185,-158.5351259,6.712
72.2555890,-158.5352039,6.605
72.2555596,-158.5352819,6.494
72.2555303,-158.5353601,6.345
72.2555009,-158.5354384,6.111
72.2554717,-158.5355169,5.820
72.2554424,-158.5355955,5.535
72.2554133,-158.5356744,5.282
72.2553841,-158.5357536,5.047
72.2553550,-158.5358330,4.807
72.2553259,-158.5359127,4.583
72.2552969,-158.5359928,4.420
72.2552679,-158.5360731,4.322
72.2552389,-158.5361537,4.265
72.2552099,-158.5362346,4.240
72.2551809,-158.5363157,4.239
72.2551519,-158.5363972,4.226
72.2551229,-158.5364789,4.179
72.2550940,-158.5365608,4.109
72.2550650,-158.5366430,4.045
72.2550360,-158.5367254,4.013
72.2550070,-158.5368080,4.019
72.2549780,-158.5368908,4.032
72.2549490,-158.5369737,4.017
72.2549200,-158.5370566,3.975
72.2548910,-158.5371395,3.942
72.2548620,-158.5372223,3.968
72.2548330,-158.5373050,4.074
72.2548040,-158.5373876,4.242
72.2547750,-158.5374700,4.439
72.2547460,-158.5375521,4.657
72.2547171,-158.5376341,4.915
